id,sentiment
"12311_10",0.9919533133506775
"8348_2",0.007940918207168579
"5828_4",0.7743096351623535
"7186_2",0.5017381906509399
"12128_7",0.98218834400177
"2913_8",0.7133060097694397
"4396_1",0.01475071907043457
"395_2",0.9072308540344238
"10616_1",0.002942711114883423
"9074_9",0.23051804304122925
"9252_3",0.11057743430137634
"9896_9",0.09610265493392944
"574_4",0.22097668051719666
"11182_8",0.7709848880767822
"11656_4",0.41992661356925964
"2322_4",0.6214904189109802
"8703_1",0.013518065214157104
"7483_1",0.3318687081336975
"6007_10",0.9815390110015869
"12424_4",0.019791901111602783
"4672_1",0.0052887797355651855
"10841_3",0.12703612446784973
"8954_7",0.8365457653999329
"7392_1",0.015146344900131226
"10288_8",0.9788897633552551
"5343_4",0.005124002695083618
"4950_1",0.0027441978454589844
"9257_4",0.8583531379699707
"8689_3",0.06415519118309021
"4480_2",0.016668349504470825
"9286_10",0.986664891242981
"12245_10",0.9932761192321777
"7529_7",0.6872471570968628
"4_4",0.01930403709411621
"5299_2",0.005290716886520386
"12077_8",0.9503908157348633
"10701_2",0.016322225332260132
"11579_1",0.010310709476470947
"10993_1",0.01765426993370056
"8913_1",0.02631974220275879
"1350_3",0.028903841972351074
"3804_2",0.006614267826080322
"5025_3",0.7312176823616028
"5170_8",0.5539111495018005
"8225_8",0.9875754117965698
"6427_7",0.9901111125946045
"3165_3",0.5231431126594543
"7902_9",0.9945940971374512
"8208_3",0.005704671144485474
"3577_8",0.9836318492889404
"4865_1",0.005040198564529419
"9063_3",0.08726099133491516
"1106_1",0.21549245715141296
"1117_9",0.9770786762237549
"1050_4",0.49216708540916443
"10755_9",0.12920504808425903
"2729_8",0.9747974872589111
"10072_10",0.982093334197998
"2904_7",0.982347846031189
"4584_2",0.6359343528747559
"189_4",0.15209677815437317
"6302_4",0.3638925552368164
"8138_9",0.9140991568565369
"1262_1",0.03343987464904785
"2199_10",0.977841317653656
"6551_7",0.7553467750549316
"8082_7",0.13177642226219177
"4897_8",0.9932327270507812
"7360_1",0.14132490754127502
"11012_10",0.986655592918396
"12046_1",0.0585993230342865
"2331_2",0.8830671310424805
"8961_9",0.9905917644500732
"751_7",0.9137716889381409
"9884_10",0.836594820022583
"10016_8",0.9803522825241089
"8023_10",0.8209292888641357
"2628_1",0.004323303699493408
"5832_1",0.021708130836486816
"7302_1",0.022744596004486084
"4501_3",0.42086896300315857
"1121_7",0.3771395683288574
"8334_3",0.7512946128845215
"9789_10",0.4642135202884674
"4230_10",0.9122986793518066
"824_4",0.006680935621261597
"6803_9",0.9300477504730225
"3086_7",0.9788975715637207
"1135_8",0.9821452498435974
"10136_1",0.004032164812088013
"11129_3",0.014579981565475464
"2072_8",0.7638800740242004
"9501_7",0.9858428239822388
"319_10",0.988389253616333
"1693_7",0.9871611595153809
"10886_1",0.0033453702926635742
"9406_8",0.970008373260498
"10376_10",0.1517195701599121
"9902_1",0.047197699546813965
"9938_8",0.6267299652099609
"7080_9",0.4858343005180359
"11944_8",0.1466805338859558
"5249_1",0.006255000829696655
"9599_2",0.2749866843223572
"9620_1",0.3396139442920685
"11244_1",0.022713661193847656
"6841_10",0.9910478591918945
"10050_4",0.9573045372962952
"10512_9",0.9365919828414917
"11327_3",0.006530195474624634
"10681_8",0.9326162338256836
"808_3",0.021346300840377808
"546_7",0.992414116859436
"10765_1",0.002852916717529297
"7189_9",0.934378981590271
"6005_9",0.9576639533042908
"11915_9",0.9736954569816589
"5740_10",0.9485633969306946
"7097_10",0.7594671249389648
"9573_10",0.9305895566940308
"5084_4",0.6799530386924744
"12332_7",0.6978851556777954
"8154_1",0.006341457366943359
"5610_1",0.09756723046302795
"5323_9",0.9699676632881165
"11034_8",0.9133628606796265
"3977_2",0.09650486707687378
"12380_7",0.21165511012077332
"1737_8",0.9759535789489746
"6030_9",0.9552451968193054
"5918_7",0.8587758541107178
"7061_9",0.9012948274612427
"266_8",0.9463021755218506
"1375_10",0.9891979694366455
"8648_3",0.005305171012878418
"10146_10",0.9826271533966064
"4578_10",0.9920666217803955
"4685_8",0.9636130928993225
"11843_9",0.8822019100189209
"5467_10",0.9936370849609375
"10140_10",0.9595799446105957
"7721_8",0.9704617261886597
"11208_10",0.29655706882476807
"1063_10",0.970584511756897
"8260_10",0.7413591146469116
"3182_9",0.9896883368492126
"2797_8",0.9898444414138794
"7613_2",0.9698426127433777
"11624_4",0.014016836881637573
"4847_10",0.9725291132926941
"10684_7",0.7676690220832825
"6312_1",0.32923179864883423
"4925_3",0.008340567350387573
"4125_1",0.003914743661880493
"2394_10",0.9939602613449097
"12105_10",0.9021593332290649
"7812_1",0.0037986040115356445
"1061_8",0.9577491879463196
"9343_3",0.8403548002243042
"7696_10",0.9938787221908569
"9355_10",0.9929434657096863
"782_9",0.9870226383209229
"9882_10",0.9935575723648071
"10642_10",0.9793077111244202
"7410_2",0.005885392427444458
