id,sentiment
"12311_10",0.7643135786056519
"8348_2",0.4509947896003723
"5828_4",0.8360223770141602
"7186_2",0.5890175104141235
"12128_7",0.7410498857498169
"2913_8",0.4816937744617462
"4396_1",0.09276130795478821
"395_2",0.5270488858222961
"10616_1",0.1131528913974762
"9074_9",0.49998578429222107
"9252_3",0.4791947901248932
"9896_9",0.5327655673027039
"574_4",0.748471736907959
"11182_8",0.6297709941864014
"11656_4",0.598068356513977
"2322_4",0.21293377876281738
"8703_1",0.4401874244213104
"7483_1",0.2089005410671234
"6007_10",0.6784960627555847
"12424_4",0.3880208134651184
"4672_1",0.04139295220375061
"10841_3",0.09917515516281128
"8954_7",0.4988393187522888
"7392_1",0.3631362318992615
"10288_8",0.5389301776885986
"5343_4",0.218814879655838
"4950_1",0.1011689305305481
"9257_4",0.5753955841064453
"8689_3",0.251239538192749
"4480_2",0.418161004781723
"9286_10",0.682151198387146
"12245_10",0.8481878042221069
"7529_7",0.6566298007965088
"4_4",0.38422009348869324
"5299_2",0.12799540162086487
"12077_8",0.6423846483230591
"10701_2",0.10392025113105774
"11579_1",0.2121470868587494
"10993_1",0.26609256863594055
"8913_1",0.13930287957191467
"1350_3",0.2861699163913727
"3804_2",0.48201555013656616
"5025_3",0.5824632048606873
"5170_8",0.45819178223609924
"8225_8",0.8186639547348022
"6427_7",0.6644577980041504
"3165_3",0.5492560863494873
"7902_9",0.8876795768737793
"8208_3",0.09578004479408264
"3577_8",0.6857079267501831
"4865_1",0.5641969442367554
"9063_3",0.406851202249527
"1106_1",0.5150731801986694
"1117_9",0.609826922416687
"1050_4",0.592475414276123
"10755_9",0.5336442589759827
"2729_8",0.7141852378845215
"10072_10",0.5290374159812927
"2904_7",0.4849795997142792
"4584_2",0.5564854741096497
"189_4",0.5022068619728088
"6302_4",0.7838073372840881
"8138_9",0.6347318291664124
"1262_1",0.28619492053985596
"2199_10",0.6608412265777588
"6551_7",0.5455405712127686
"8082_7",0.5126557946205139
"4897_8",0.7405809164047241
"7360_1",0.3338637948036194
"11012_10",0.6828411817550659
"12046_1",0.2400447428226471
"2331_2",0.30537909269332886
"8961_9",0.6104444265365601
"751_7",0.7301775217056274
"9884_10",0.7464109659194946
"10016_8",0.7517004013061523
"8023_10",0.6353464722633362
"2628_1",0.07056301832199097
"5832_1",0.31396809220314026
"7302_1",0.3057844936847687
"4501_3",0.5087862014770508
"1121_7",0.2534896731376648
"8334_3",0.4831572473049164
"9789_10",0.32937711477279663
"4230_10",0.7237752676010132
"824_4",0.37485119700431824
"6803_9",0.8737368583679199
"3086_7",0.7633784413337708
"1135_8",0.40139102935791016
"10136_1",0.37170884013175964
"11129_3",0.19567054510116577
"2072_8",0.7619315385818481
"9501_7",0.8344764113426208
"319_10",0.4938884675502777
"1693_7",0.7516970634460449
"10886_1",0.20947399735450745
"9406_8",0.27289068698883057
"10376_10",0.20524033904075623
"9902_1",0.44939303398132324
"9938_8",0.4701594114303589
"7080_9",0.7386569976806641
"11944_8",0.44203343987464905
"5249_1",0.3593760132789612
"9599_2",0.15328434109687805
"9620_1",0.3450227379798889
"11244_1",0.1196889877319336
"6841_10",0.860831081867218
"10050_4",0.5905283093452454
"10512_9",0.8391812443733215
"11327_3",0.2878780961036682
"10681_8",0.7157946825027466
"808_3",0.7241767644882202
"546_7",0.7854692935943604
"10765_1",0.2615811228752136
"7189_9",0.6127526164054871
"6005_9",0.5688433647155762
"11915_9",0.819743812084198
"5740_10",0.6220406889915466
"7097_10",0.6608588099479675
"9573_10",0.8372448682785034
"5084_4",0.30773842334747314
"12332_7",0.5233148336410522
"8154_1",0.03311768174171448
"5610_1",0.6165564656257629
"5323_9",0.72511887550354
"11034_8",0.5884659886360168
"3977_2",0.3703766465187073
"12380_7",0.12610003352165222
"1737_8",0.23457038402557373
"6030_9",0.4658215045928955
"5918_7",0.7607468366622925
"7061_9",0.4053511321544647
"266_8",0.4630706310272217
"1375_10",0.5782268643379211
"8648_3",0.40697044134140015
"10146_10",0.6200253367424011
"4578_10",0.5429771542549133
"4685_8",0.5150145888328552
"11843_9",0.7639168500900269
"5467_10",0.8106907606124878
"10140_10",0.6347649097442627
"7721_8",0.7623600959777832
"11208_10",0.3153190612792969
"1063_10",0.6460758447647095
"8260_10",0.8272413015365601
"3182_9",0.7464333176612854
"2797_8",0.8037315607070923
"7613_2",0.7786612510681152
"11624_4",0.5327559113502502
"4847_10",0.7547223567962646
"10684_7",0.6746951937675476
"6312_1",0.3830983340740204
"4925_3",0.29155540466308594
"4125_1",0.25124645233154297
"2394_10",0.8708904385566711
"12105_10",0.7616611123085022
"7812_1",0.2280411422252655
"1061_8",0.30052804946899414
"9343_3",0.18358689546585083
"7696_10",0.7908579111099243
"9355_10",0.840691089630127
"782_9",0.8318798542022705
"9882_10",0.8981060981750488
"10642_10",0.7221530675888062
"7410_2",0.126103937625885
"9591_4",0.40800943970680237
"11902_3",0.5520539879798889
"3495_7",0.26998212933540344
"6733_1",0.11437550187110901
"4552_1",0.05537208914756775
"6722_1",0.3473557233810425
"188_10",0.7196995615959167
"5099_10",0.64164137840271
"10313_1",0.30186378955841064
"6756_9",0.575973629951477
"6622_2",0.07185518741607666
"4807_10",0.5378398895263672
"7173_3",0.5683154463768005
"11321_8",0.5738294124603271
"7909_9",0.48112449049949646
"8012_7",0.1480599343776703
"8615_4",0.29406464099884033
"8117_10",0.6761944890022278
"1892_10",0.4425126016139984
"4617_1",0.3670528531074524
"1893_8",0.0873149037361145
"5435_1",0.060758382081985474
"162_3",0.5115579962730408
"6516_10",0.7155209183692932
"11588_7",0.7112513780593872
"2006_1",0.10156351327896118
"1594_4",0.1635916531085968
"1472_1",0.07414910197257996
"3647_1",0.7218145728111267
"174_7",0.4446692168712616
"5539_7",0.13656875491142273
"3384_10",0.8744451999664307
"3811_4",0.38913506269454956
"4079_8",0.5795402526855469
"1179_7",0.7131361961364746
"3069_9",0.7680426836013794
"3769_8",0.545183539390564
