id,sentiment
"12311_10",0.9947597980499268
"8348_2",0.016066133975982666
"5828_4",0.19410300254821777
"7186_2",0.525936484336853
"12128_7",0.9847215414047241
"2913_8",0.7340136170387268
"4396_1",0.016498446464538574
"395_2",0.7315154671669006
"10616_1",0.004336327314376831
"9074_9",0.5371788144111633
"9252_3",0.032715409994125366
"9896_9",0.14312785863876343
"574_4",0.5416257977485657
"11182_8",0.4729836881160736
"11656_4",0.6092545986175537
"2322_4",0.9687256813049316
"8703_1",0.06159988045692444
"7483_1",0.2818129062652588
"6007_10",0.993238627910614
"12424_4",0.023228108882904053
"4672_1",0.007550448179244995
"10841_3",0.09383004903793335
"8954_7",0.7106187343597412
"7392_1",0.031058460474014282
"10288_8",0.989122748374939
"5343_4",0.021016180515289307
"4950_1",0.003975421190261841
"9257_4",0.6786304116249084
"8689_3",0.1399049162864685
"4480_2",0.02602556347846985
"9286_10",0.9909709692001343
"12245_10",0.995880126953125
"7529_7",0.961449146270752
"4_4",0.04893803596496582
"5299_2",0.025704532861709595
"12077_8",0.9646179676055908
"10701_2",0.021663278341293335
"11579_1",0.020518779754638672
"10993_1",0.07960197329521179
"8913_1",0.08177855610847473
"1350_3",0.1632540225982666
"3804_2",0.010869324207305908
"5025_3",0.8156089782714844
"5170_8",0.5899895429611206
"8225_8",0.9914696216583252
"6427_7",0.9863852262496948
"3165_3",0.22600838541984558
"7902_9",0.9955137372016907
"8208_3",0.003969758749008179
"3577_8",0.9810943603515625
"4865_1",0.008931636810302734
"9063_3",0.03214544057846069
"1106_1",0.6361637115478516
"1117_9",0.96574866771698
"1050_4",0.2588837742805481
"10755_9",0.8963785171508789
"2729_8",0.9571636915206909
"10072_10",0.9892189502716064
"2904_7",0.9932563304901123
"4584_2",0.8240683078765869
"189_4",0.11285245418548584
"6302_4",0.06485876441001892
"8138_9",0.8327859044075012
"1262_1",0.04893195629119873
"2199_10",0.9930692315101624
"6551_7",0.6426377892494202
"8082_7",0.17323976755142212
"4897_8",0.9939143657684326
"7360_1",0.06173032522201538
"11012_10",0.9829277992248535
"12046_1",0.06443983316421509
"2331_2",0.6917879581451416
"8961_9",0.9933192729949951
"751_7",0.9186526536941528
"9884_10",0.9656581878662109
"10016_8",0.9797699451446533
"8023_10",0.945894718170166
"2628_1",0.007368892431259155
"5832_1",0.011369138956069946
"7302_1",0.021661221981048584
"4501_3",0.1624850630760193
"1121_7",0.8712230920791626
"8334_3",0.927216649055481
"9789_10",0.9193745255470276
"4230_10",0.9351993203163147
"824_4",0.01794034242630005
"6803_9",0.6596208214759827
"3086_7",0.9722236394882202
"1135_8",0.9833205938339233
"10136_1",0.0059671103954315186
"11129_3",0.023963630199432373
"2072_8",0.6093557476997375
"9501_7",0.9848930835723877
"319_10",0.9887367486953735
"1693_7",0.9909534454345703
"10886_1",0.006328791379928589
"9406_8",0.9314349889755249
"10376_10",0.3204357624053955
"9902_1",0.0508858859539032
"9938_8",0.7514267563819885
"7080_9",0.5543832182884216
"11944_8",0.28470784425735474
"5249_1",0.011276662349700928
"9599_2",0.7031238079071045
"9620_1",0.16124644875526428
"11244_1",0.08855068683624268
"6841_10",0.9909143447875977
"10050_4",0.9240432977676392
"10512_9",0.9825476408004761
"11327_3",0.012689918279647827
"10681_8",0.9793990850448608
"808_3",0.09430831670761108
"546_7",0.9929261803627014
"10765_1",0.0028914213180541992
"7189_9",0.9446459412574768
"6005_9",0.9578729867935181
"11915_9",0.9900998473167419
"5740_10",0.9826371669769287
"7097_10",0.5111722350120544
"9573_10",0.9327266812324524
"5084_4",0.605371356010437
"12332_7",0.8065172433853149
"8154_1",0.013377249240875244
"5610_1",0.22902828454971313
"5323_9",0.9595805406570435
"11034_8",0.9524376392364502
"3977_2",0.04730719327926636
"12380_7",0.386709988117218
"1737_8",0.9303627014160156
"6030_9",0.932610034942627
"5918_7",0.9824193716049194
"7061_9",0.9643881916999817
"266_8",0.9632667303085327
"1375_10",0.9884178638458252
"8648_3",0.003788858652114868
"10146_10",0.9808014035224915
"4578_10",0.9912575483322144
"4685_8",0.9885904788970947
"11843_9",0.9776322841644287
"5467_10",0.9948709011077881
"10140_10",0.9652577638626099
"7721_8",0.9860327839851379
"11208_10",0.41413000226020813
"1063_10",0.9913069605827332
"8260_10",0.8824892640113831
"3182_9",0.9924649000167847
"2797_8",0.9682626724243164
"7613_2",0.9653382897377014
"11624_4",0.01716768741607666
"4847_10",0.9819302558898926
"10684_7",0.9173795580863953
"6312_1",0.5049026012420654
"4925_3",0.010030001401901245
"4125_1",0.007604777812957764
"2394_10",0.9959608316421509
"12105_10",0.9161872267723083
"7812_1",0.008878529071807861
"1061_8",0.9887440800666809
"9343_3",0.9156385660171509
"7696_10",0.9949197769165039
"9355_10",0.9954224824905396
"782_9",0.9942032694816589
"9882_10",0.9939356446266174
"10642_10",0.9875494241714478
"7410_2",0.008158206939697266
"9591_4",0.03204008936882019
"11902_3",0.2722621262073517
"3495_7",0.29922160506248474
"6733_1",0.014463961124420166
"4552_1",0.002995312213897705
"6722_1",0.04977059364318848
"188_10",0.9869437217712402
"5099_10",0.9727764129638672
"10313_1",0.11319199204444885
"6756_9",0.9088711142539978
"6622_2",0.012169867753982544
"4807_10",0.9957774877548218
"7173_3",0.15046754479408264
"11321_8",0.3811924159526825
"7909_9",0.33495616912841797
"8012_7",0.0336022675037384
"8615_4",0.025109559297561646
"8117_10",0.9775996208190918
"1892_10",0.9725393056869507
"4617_1",0.1768048107624054
"1893_8",0.9850530624389648
"5435_1",0.0108412504196167
"162_3",0.016670644283294678
"6516_10",0.9947681427001953
"11588_7",0.7469710111618042
"2006_1",0.01707637310028076
"1594_4",0.633623480796814
"1472_1",0.009427160024642944
"3647_1",0.3226868212223053
"174_7",0.962981104850769
"5539_7",0.021516859531402588
"3384_10",0.9935519099235535
"3811_4",0.2518039643764496
"4079_8",0.21976912021636963
"1179_7",0.9833002090454102
"3069_9",0.9937760233879089
"3769_8",0.942496657371521
"9247_10",0.9490240812301636
"10434_1",0.005472838878631592
"1147_10",0.9894656538963318
"5344_7",0.9875787496566772
"8073_10",0.9841138124465942
"7833_3",0.0073629021644592285
"8370_1",0.0223081111907959
"9007_8",0.026722580194473267
"6624_7",0.9003475904464722
"6683_3",0.1685766577720642
"12275_7",0.532183825969696
"11927_8",0.9672045707702637
"1560_10",0.9920490980148315
"1325_9",0.6974835395812988
"3548_8",0.05624634027481079
"607_1",0.003730207681655884
"6702_7",0.4568202495574951
"5702_3",0.01016131043434143
"11345_8",0.9826154112815857
"3428_4",0.28758540749549866
"7209_9",0.9935815334320068
"8425_8",0.9886002540588379
"3087_1",0.015428692102432251
"1119_8",0.668101966381073
"5715_3",0.6060971021652222
"8645_1",0.048436492681503296
"2149_3",0.008352309465408325
"10403_10",0.9161698818206787
"5628_1",0.16727137565612793
"5570_10",0.9947700500488281
"1613_3",0.017237037420272827
"1454_4",0.9883337020874023
"5094_3",0.04686087369918823
"7982_1",0.2610437273979187
"6894_2",0.9768208265304565
"6554_1",0.21207338571548462
"4721_3",0.07789656519889832
"6904_4",0.036115020513534546
"893_8",0.9946658611297607
"4605_4",0.4077344238758087
"11516_7",0.38527560234069824
"11718_7",0.9948112964630127
"5956_1",0.006807833909988403
"7455_9",0.4004914164543152
"6396_4",0.9392555952072144
"1223_8",0.9690955877304077
"8556_1",0.013998955488204956
"6108_8",0.8308387994766235
"11690_1",0.004698514938354492
"3778_9",0.9331914782524109
"3627_4",0.8026230931282043
"8256_4",0.048956066370010376
"533_1",0.006291627883911133
"5235_4",0.0220814049243927
"621_2",0.031267642974853516
"5365_1",0.170970618724823
"8180_3",0.661190927028656
